Candidate_Feature,Family,Missing_Category_Type,Semantic_Group,Source_Group,ConsensusRank,ConsensusScore
VEH_钻入方式_ARTUFAHR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_钻入方式_ARTUFAHR_MISSING_OR,513,0.3606233822260569
风力_WINDV_9-未知,weather,pure_missing_unknown,unknown_missing_category,WINDV,514,0.3605937589876331
VEH_电池托盘材质_TRAYMAT_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_电池托盘材质_TRAYMAT_MISSING_OR,517,0.360249496692551
VEH_中部遮阳板_SBLENDM1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_中部遮阳板_SBLENDM1_MISSING_OR,518,0.3602207362668967
VEH_牵引力控制系统_ASR1_1-存在，具体未知,other,partial_unknown_detail,other_unique:VEH_牵引力控制系统_ASR1,VEH_牵引力控制系统_ASR1,519,0.35993313201035376
VEH_钻入碰撞_UFAHR_0-不适用,crash_type,pure_missing_unknown,unknown_missing_category,VEH_钻入碰撞_UFAHR,520,0.3599036525740581
VEH_挂车数量_NOTRAI_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_挂车数量_NOTRAI_MISSING_OR,522,0.3598756111590452
VEH_日间行车灯_TAGFL1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_日间行车灯_TAGFL1_MISSING_OR,525,0.35951092896174863
无意识变道原因_SPVERLAG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,无意识变道原因_SPVERLAG_MISSING_OR,527,0.35909907966637905
驾驶执照等级_DRILICEN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,驾驶执照等级_DRILICEN_MISSING_OR,529,0.35873439746908253
VEH_行人主动安全系统_FGSCHUTZ1_9-未知,safety,pure_missing_unknown,unknown_missing_category,VEH_行人主动安全系统_FGSCHUTZ1,530,0.3585677308024159
VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎尺寸-高宽比_TIRESIR2R_MISSING_OR,531,0.3585526315789474
VEH_智能前大灯控制_FLICHTASS1_0-不适用,light,pure_missing_unknown,unknown_missing_category,VEH_智能前大灯控制_FLICHTASS1,534,0.35838869715271787
VEH_夜间后视警告_RHILFNS1_0-不适用,light,pure_missing_unknown,unknown_missing_category,VEH_夜间后视警告_RHILFNS1,537,0.3579572907679034
云、雾_WOLK_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,云、雾_WOLK_MISSING_OR,540,0.35774733966062694
VEH_车辆类型（自定义）_FART_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆类型（自定义）_FART_MISSING_OR,543,0.35725841242450385
事故类型_UTYP_351-路口，转向优先道路车辆与前面对向直线行驶车辆（中国不适用）,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,546,0.35699884958297384
公交车站对事故的影响_BUSHE_0-不适用,other,pure_missing_unknown,unknown_missing_category,公交车站对事故的影响_BUSHE,554,0.3561942766752948
道路横截面轮廓_PROFILQ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路横截面轮廓_PROFILQ_MISSING_OR,555,0.3561747195858499
VEH_第一轴右侧轮胎胎压_TIREPR1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎胎压_TIREPR1R_MISSING_OR,556,0.3561459591601956
眼镜对事故的影响_BRILLEE_0-不适用,other,pure_missing_unknown,unknown_missing_category,眼镜对事故的影响_BRILLEE,557,0.3561367558239862
VEH_技术缺陷类型_4_TWELCH4_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_4_TWELCH4_MISSING_OR,559,0.3560792349726776
VEH_技术缺陷类型_3_TWELCH3_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_3_TWELCH3,560,0.35605967788323273
VEH_电子稳定程序_ESP1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_电子稳定程序_ESP1,563,0.3557145527753811
VEH_照明系统类型-近光灯_SWARTA1_1-有，具体未知,light,partial_unknown_detail,lighting_visibility,VEH_照明系统类型-近光灯_SWARTA1,565,0.35554141501294223
VEH_疲劳驾驶提醒_ABLENKON1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_疲劳驾驶提醒_ABLENKON1_MISSING_OR,570,0.35492881794650566
身材_STATUR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,身材_STATUR_MISSING_OR,571,0.3547562553925798
VEH_是否为挂车_ISTRAILER_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否为挂车_ISTRAILER_MISSING_OR,572,0.3547562553925798
无意识变道原因_SPVERLAG_0-不适用,other,pure_missing_unknown,unknown_missing_category,无意识变道原因_SPVERLAG,583,0.35420980730514817
VEH_技术缺陷类型_4_TWELCH4_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_4_TWELCH4,587,0.3531744319815934
VEH_前部停车距离控制_PARKV1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_前部停车距离控制_PARKV1_MISSING_OR,589,0.3528097497842968
道路材料_STRDECK_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路材料_STRDECK_MISSING_OR,592,0.35259922346850736
VEH_通信设备控制单元_BETELKOM1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_通信设备控制单元_BETELKOM1_MISSING_OR,593,0.3525417026171987
事故现场周边的公交车站_BUSH_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故现场周边的公交车站_BUSH_MISSING_OR,595,0.3524266609145815
VEH_左侧遮阳板_SBLENDL1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_左侧遮阳板_SBLENDL1_MISSING_OR,596,0.3524071038251366
VEH_夜视仪-安装位置_NIGHTWO1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_夜视仪-安装位置_NIGHTWO1,597,0.3524065286166235
避让反应_REAKTLE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,避让反应_REAKTLE_MISSING_OR,598,0.35236914006327297
VEH_已确定的技术缺陷对事故的影响_UNFMANG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_已确定的技术缺陷对事故的影响_UNFMANG_MISSING_OR,600,0.35220578084555654
ARU事故原因4_URSWIS4_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,ARU事故原因4_URSWIS4_MISSING_OR,602,0.3518894161633593
衣着厚度_BEKLST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,衣着厚度_BEKLST_MISSING_OR,603,0.3516018119068162
驾照等级与车型是否相符_LICENFIT_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,驾照等级与车型是否相符_LICENFIT_MISSING_OR,604,0.3515155306298533
酒精测试_ALKOTEST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,酒精测试_ALKOTEST_MISSING_OR,605,0.35150632729364395
VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-宽度_TIRESIW1R_MISSING_OR,606,0.3513912855910267
VEH_直流最大充电电压_DCCHV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_直流最大充电电压_DCCHV_MISSING_OR,609,0.3512854472246189
VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-轮辋直径_TIRESIH1R_MISSING_OR,612,0.35124748346275525
VEH_第一轴左侧轮胎纹深_TIREDE1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎纹深_TIREDE1L_MISSING_OR,613,0.35122792637331035
VEH_车辆是否超载_VEHOVLOA_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆是否超载_VEHOVLOA_MISSING_OR,619,0.3506147540983607
事故时的分心驾驶行为1_DISDRIVE1_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为1_DISDRIVE1,620,0.3505664365832615
行人未注意_仅行人事故_FGAUFME_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,行人未注意_仅行人事故_FGAUFME_MISSING_OR,621,0.35055723324705207
驾驶执照等级_DRILICEN_0-不适用,other,pure_missing_unknown,unknown_missing_category,驾驶执照等级_DRILICEN,628,0.3501258268622376
VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎尺寸-高宽比_TIRESIR1R_MISSING_OR,629,0.35012582686223753
VEH_特殊轮胎_ZBREIF_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_特殊轮胎_ZBREIF_MISSING_OR,631,0.34995326430831175
视线障碍的类型_SICHTV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,视线障碍的类型_SICHTV_MISSING_OR,635,0.3498382226056945
VEH_车辆颜色_FARBE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆颜色_FARBE_MISSING_OR,636,0.34978070175438597
VEH_第二轴左侧轮胎纹深_TIREDE2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎纹深_TIREDE2L_MISSING_OR,637,0.349761144664941
估计事发前的速度_VSCHAETZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,估计事发前的速度_VSCHAETZ_MISSING_OR,639,0.3494643370721887
VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎生产年份_TIREYE2R_MISSING_OR,640,0.34940681622088
VEH_动力电池容量_BATPOW_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_动力电池容量_BATPOW_MISSING_OR,641,0.3492917745182629
视线障碍_SICHTBV_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,视线障碍_SICHTBV_MISSING_OR,642,0.34926301409260857
事故时的无意识变道_SPVERLA_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故时的无意识变道_SPVERLA,643,0.34923425366695426
VEH_发动机类型_MOTOR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_发动机类型_MOTOR_MISSING_OR,645,0.34917673281564565
车辆所有权来源_BESITZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,车辆所有权来源_BESITZ_MISSING_OR,647,0.34894664941041126
VEH_行人主动安全系统_FGSCHUTZ1_1-存在，具体未知,safety,partial_unknown_detail,safety_assistance,VEH_行人主动安全系统_FGSCHUTZ1,649,0.3489329882082255
转向反应_REAKTLE2_0-不适用,other,pure_missing_unknown,unknown_missing_category,转向反应_REAKTLE2,653,0.3487740868564855
道路施工_BAUST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路施工_BAUST_MISSING_OR,654,0.34861072763876905
VEH_是否平均载荷物_LOADDIST_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_是否平均载荷物_LOADDIST_MISSING_OR,655,0.34845772217428816
VEH_后窗加热装置_HSHEIZ1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后窗加热装置_HSHEIZ1_MISSING_OR,656,0.34842896174863386
场景类型_PCSCNE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,场景类型_PCSCNE_MISSING_OR,658,0.34832312338222604
其他视线障碍_仅行人事故_FGSHAND_0-不适用,other,pure_missing_unknown,unknown_missing_category,其他视线障碍_仅行人事故_FGSHAND,659,0.34828515962036233
道路材料_STRDECK_3-沥青，具体未知,other,pure_missing_unknown,unknown_missing_category,道路材料_STRDECK,660,0.3482368421052631
车速过快_仅行人事故_FGVFZG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,车速过快_仅行人事故_FGVFZG_MISSING_OR,661,0.3482276387690538
VEH_前照灯污染_SWSCHM1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_前照灯污染_SWSCHM1_MISSING_OR,663,0.3481701179177451
VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎尺寸-轮辋直径_TIRESIH2R_MISSING_OR,664,0.3481125970664366
VEH_智能刹车灯_BREMSLI1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_智能刹车灯_BREMSLI1_MISSING_OR,667,0.3477387115329307
VEH_夜视系统_NIGHTV1_0-不适用,light,pure_missing_unknown,unknown_missing_category,VEH_夜视系统_NIGHTV1,669,0.3476610583836641
VEH_电池托盘材质_TRAYMAT_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_电池托盘材质_TRAYMAT,673,0.3473935864250791
VEH_护栏类型_PLANKEA_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_护栏类型_PLANKEA,674,0.34736482599942475
VEH_本次碰撞前是否制动_BRAKEBEF_9-未知,crash_type,pure_missing_unknown,unknown_missing_category,VEH_本次碰撞前是否制动_BRAKEBEF,675,0.3473065861374749
事故地点区域_ORTSL_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故地点区域_ORTSL_MISSING_OR,677,0.347192263445499
强光光源_BLENDD_0-不适用,other,pure_missing_unknown,unknown_missing_category,强光光源_BLENDD,679,0.34701970089157325
VEH_直流最大充电电流_DCCHC_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_直流最大充电电流_DCCHC_MISSING_OR,681,0.34675050330744894
路灯_STRABEL_1-有，具体未知,light,partial_unknown_detail,lighting_visibility,路灯_STRABEL,683,0.3466256830601093
VEH_第二轴右侧轮胎胎压_TIREPR2R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎胎压_TIREPR2R_MISSING_OR,684,0.3464732528041415
VEH_车辆轮胎数_VEHTIRENO_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆轮胎数_VEHTIRENO_MISSING_OR,693,0.3460130859936727
VEH_车辆内部噪声_AKUSTIK1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车辆内部噪声_AKUSTIK1_MISSING_OR,694,0.3459268047167098
是否佩戴眼镜_BRILLEB_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,是否佩戴眼镜_BRILLEB_MISSING_OR,702,0.34486266896750073
道路表面污染_SCHMUTZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路表面污染_SCHMUTZ_MISSING_OR,704,0.3447476272648835
事故前车辆要避让的对象_OBJAVOID_0-不适用,other,pure_missing_unknown,unknown_missing_category,事故前车辆要避让的对象_OBJAVOID,705,0.3445750647109577
行人未注意_仅行人事故_FGAUFME_0-不适用,other,pure_missing_unknown,unknown_missing_category,行人未注意_仅行人事故_FGAUFME,706,0.34451754385964917
VEH_胎压检测_RDRUCKK1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_胎压检测_RDRUCKK1_MISSING_OR,708,0.3445175438596491
是否是实习期驾照_INTLIC_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,是否是实习期驾照_INTLIC_MISSING_OR,713,0.34408613747483463
VEH_第一轴左侧轮胎生产年份_TIREYE1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎生产年份_TIREYE1L_MISSING_OR,714,0.344028616623526
VEH_刹车辅助系统_BREMSASS1_1-有，具体未知,other,partial_unknown_detail,other_unique:VEH_刹车辅助系统_BREMSASS1,VEH_刹车辅助系统_BREMSASS1,716,0.34383649698015534
酒精测试结果_TESTERG_0-不适用,other,pure_missing_unknown,unknown_missing_category,酒精测试结果_TESTERG,720,0.34356844981305723
VEH_技术缺陷类型_2_TWELCH2_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_技术缺陷类型_2_TWELCH2,722,0.3432808455565143
VEH_驱动形式_ANTR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_驱动形式_ANTR_MISSING_OR,724,0.3432808455565142
VEH_碰撞前的滑移偏离_SCHLEU_9-未知,crash_type,pure_missing_unknown,unknown_missing_category,VEH_碰撞前的滑移偏离_SCHLEU,733,0.3424173137762439
身体残疾或其他特殊情况_UNVERMOG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,身体残疾或其他特殊情况_UNVERMOG_MISSING_OR,741,0.34181406384814494
VEH_第二轴右侧轮胎生产星期_TIREWE2RL_99-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴右侧轮胎生产星期_TIREWE2RL,753,0.34063488639631867
VEH_挂车数量_NOTRAI_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_挂车数量_NOTRAI,754,0.3405773655450101
VEH_第二轴左侧轮胎生产星期_TIREWE2L_99-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎生产星期_TIREWE2L,756,0.34054860511935575
降水量_NIEDR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,降水量_NIEDR_MISSING_OR,759,0.34026100086281275
刹车响应_REAKTBR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,刹车响应_REAKTBR_MISSING_OR,760,0.34026100086281275
交通信号的视线障碍_VSSICHT_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,交通信号的视线障碍_VSSICHT_MISSING_OR,762,0.3402034800115042
场景类型_PCSCNE_0-不适用,other,pure_missing_unknown,unknown_missing_category,场景类型_PCSCNE,765,0.34000215703192416
先期疾病1_VORKR1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,先期疾病1_VORKR1_MISSING_OR,766,0.33994463618061543
VEH_第一轴左侧轮胎生产年份_TIREYE1L_9999-未知,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎生产年份_TIREYE1L,769,0.3394557089444924
VEH_自动变道辅助_SPURWAE1_1-有，具体未知,lane,partial_unknown_detail,other_unique:VEH_自动变道辅助_SPURWAE1,VEH_自动变道辅助_SPURWAE1,770,0.3392888984756975
VEH_照明系统类型-日行灯_SWARTT1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_照明系统类型-日行灯_SWARTT1,771,0.33926301409260856
VEH_语音控制_SPVORH1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_语音控制_SPVORH1_MISSING_OR,772,0.3388805004314064
中央隔离带的视觉防护板或防炫板_BLENDSCH_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,中央隔离带的视觉防护板或防炫板_BLENDSCH_MISSING_OR,776,0.3386216566005177
VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎尺寸-轮辋直径_TIRESIH1L_MISSING_OR,778,0.33839157319528324
酒精测试结果_TESTERG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,酒精测试结果_TESTERG_MISSING_OR,780,0.3383432556801841
血液测试_BLUTPR_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,血液测试_BLUTPR_MISSING_OR,790,0.3371548748921484
VEH_动力电池种类_BATTYPE_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_动力电池种类_BATTYPE,791,0.33712611446649415
道路优先权_VORFB_0-不适用,other,pure_missing_unknown,unknown_missing_category,道路优先权_VORFB,793,0.3370973540408398
事故特征_UART_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故特征_UART_MISSING_OR,795,0.3369627552487777
VEH_车门数量_TUEREN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_车门数量_TUEREN_MISSING_OR,797,0.3366084268047167
事故时的分心驾驶行为1_DISDRIVE1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为1_DISDRIVE1_MISSING_OR,798,0.3366084268047167
自杀企图_SUIZID_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,自杀企图_SUIZID_MISSING_OR,799,0.33647382801265463
VEH_FEATURE_Speed_Group_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_FEATURE_Speed_Group_MISSING_OR,802,0.3362633016968651
道路状况_STRZ_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,道路状况_STRZ_MISSING_OR,803,0.336195427092321
交通限速设施_SPLIFA_9-未知,other,pure_missing_unknown,unknown_missing_category,交通限速设施_SPLIFA,805,0.336128702904803
VEH_随车灭火器_FLFZG_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_随车灭火器_FLFZG,808,0.33577437446074204
VEH_中部遮阳板_SBLENDM1_0-不适用,other,pure_missing_unknown,unknown_missing_category,VEH_中部遮阳板_SBLENDM1,809,0.3357456140350877
VEH_后窗对视野的限制_HSSICHT1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后窗对视野的限制_HSSICHT1_MISSING_OR,810,0.3355247339660627
VEH_制动防抱死系统_FABS1_9-未知,vehicle_state,pure_missing_unknown,unknown_missing_category,VEH_制动防抱死系统_FABS1,813,0.3353904227782571
路灯类型_LAMPEN_1-有路灯，具体未知,light,partial_unknown_detail,lighting_visibility,路灯类型_LAMPEN,815,0.33532283577796956
VEH_挡风玻璃对视野的限制_WSSICHT1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_挡风玻璃对视野的限制_WSSICHT1_MISSING_OR,816,0.33530385389703765
VEH_夜视系统_NIGHTV1_1-有，具体未知,light,partial_unknown_detail,other_unique:VEH_夜视系统_NIGHTV1,VEH_夜视系统_NIGHTV1,822,0.33494895024446364
交通灯的功能_LZAB_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,交通灯的功能_LZAB_MISSING_OR,825,0.3346527178602244
强光光源_BLENDD_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,强光光源_BLENDD_MISSING_OR,826,0.33465271786022427
避让反应_REAKTLE_0-不适用,other,pure_missing_unknown,unknown_missing_category,避让反应_REAKTLE,830,0.33419255104975554
VEH_第二轴左侧轮胎胎面状态_TIREDA2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎胎面状态_TIREDA2L_MISSING_OR,831,0.3341637906241012
VEH_直流充电时间_DCTIME_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_直流充电时间_DCTIME_MISSING_OR,832,0.33408671268334766
VEH_后雾灯的使用_NEBELH1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后雾灯的使用_NEBELH1_MISSING_OR,838,0.3336748633879781
VEH_第二轴左侧轮胎生产星期_TIREWE2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎生产星期_TIREWE2L_MISSING_OR,840,0.3335023008340523
VEH_第二轴左侧轮胎胎压_TIREPR2L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第二轴左侧轮胎胎压_TIREPR2L_MISSING_OR,841,0.33342522289329884
VEH_随车灭火器_FLFZG_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_随车灭火器_FLFZG_MISSING_OR,846,0.3332722174288179
VEH_刹车辅助系统_BREMSASS1_9-未知,other,pure_missing_unknown,unknown_missing_category,VEH_刹车辅助系统_BREMSASS1,849,0.33310885821110153
事故时的分心驾驶行为1_DISDRIVE1_9-未知,other,pure_missing_unknown,unknown_missing_category,事故时的分心驾驶行为1_DISDRIVE1,852,0.3328971814782859
VEH_夜间后视警告_RHILFNS1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_夜间后视警告_RHILFNS1,856,0.3323605119355767
VEH_夜视系统_NIGHTV1_9-未知,light,pure_missing_unknown,unknown_missing_category,VEH_夜视系统_NIGHTV1,860,0.3319291055507622
驾驶证种类_LICTYPE_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,驾驶证种类_LICTYPE_MISSING_OR,864,0.3313452689099799
道路横截面轮廓_PROFILQ_9-未知,other,pure_missing_unknown,unknown_missing_category,道路横截面轮廓_PROFILQ,865,0.3313165084843256
事故前车辆要避让的对象_OBJAVOID_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故前车辆要避让的对象_OBJAVOID_MISSING_OR,870,0.3311151855047455
事故类型_UTYP_329-路口，具有等待义务的车辆与来自右侧的车辆，行车方向未知,crash_type,pure_missing_unknown,unknown_missing_category,事故类型_UTYP,875,0.33076934138625247
事故时的无意识变道_SPVERLA_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故时的无意识变道_SPVERLA_MISSING_OR,876,0.33066422203048607
VEH_限速系统_VSTOP1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_限速系统_VSTOP1_MISSING_OR,880,0.3302903364969801
ARU事故原因1_URSWIS1_99-未知,other,pure_missing_unknown,unknown_missing_category,URSWIS,887,0.32964840379637617
酒精作用_MEDALK_1-酒精，具体未知,other,pure_missing_unknown,unknown_missing_category,酒精作用_MEDALK,888,0.3295908829450676
事故时是否醉酒_TRINKEN_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,事故时是否醉酒_TRINKEN_MISSING_OR,894,0.32924575783721594
VEH_第一轴是否双胎_DOUTIRE1_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴是否双胎_DOUTIRE1_MISSING_OR,897,0.32904443485763585
VEH_后行李舱与乘客的隔离方式_LUGCOMPIS_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_后行李舱与乘客的隔离方式_LUGCOMPIS_MISSING_OR,899,0.3289385964912281
VEH_第一轴右侧轮胎生产年份_TIREYE1R_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴右侧轮胎生产年份_TIREYE1R_MISSING_OR,918,0.32790322116767323
VEH_第一轴左侧轮胎尺寸-宽度_TIRESIW1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎尺寸-宽度_TIRESIW1L_MISSING_OR,920,0.3277881794650561
VEH_第一轴左侧轮胎生产星期_TIREWE1L_MISSING_OR_UNKNOWN,other,pure_missing_unknown,unknown_missing_category,VEH_第一轴左侧轮胎生产星期_TIREWE1L_MISSING_OR,921,0.3277594190394018
